"order_no","user_id","withdraw_amount","loan_time","product_name","total_cycle"
"270170927906558012",29007,"4000.00",2023-01-16 04:43:10,银信金,6
"270209928705216567",21578,"3000.00",2023-01-16 07:18:51,银信金【限1期】（风擎1.0）,1
"270508325999874060",15843,"3000.00",2023-01-17 03:04:06,银信金（风擎1.0）,1
"270528240622374916",22278,"2000.00",2023-01-17 04:24:39,银信金【限1期】（风擎1.0）,1
"270547374093504557",8936,"1400.00",2023-01-17 05:39:15,银信金,6
"270562023601999903",13320,"1000.00",2023-01-17 06:38:32,银信金（风擎1.0）,1
"270591967157686305",28062,"3000.00",2023-01-17 08:36:54,银信金,12
"270599018344747014",29068,"3000.00",2023-01-17 09:04:26,银信金,6
"270639029224083464",29113,"4000.00",2023-01-17 11:43:21,银信金,12
"270676146109157468",13105,"2900.00",2023-01-17 14:11:44,银信金（风擎1.0）,1
"270683129533042785",18515,"3000.00",2023-01-17 14:38:32,银信金（风擎1.0）,1
"270856414015131743",10197,"3000.00",2023-01-18 02:09:41,银信金,12
"270912264486391903",15644,"3000.00",2023-01-18 05:49:20,银信金（风擎1.0）,1
"270955341989154915",19642,"1000.00",2023-01-18 08:40:43,银信金（风擎1.0）,1
"270965587553947735",25595,"2000.00",2023-01-18 09:21:20,银信金,6
"271023130137464869",20575,"2000.00",2023-01-18 13:09:42,银信金【限1期】（风擎1.0）,1
"271220388825010235",29153,"4000.00",2023-01-19 02:13:30,银信金,6
"271302862678659090",23544,"1000.00",2023-01-19 07:41:15,银信金（风擎1.0）,1
"271303689870905412",23544,"2000.00",2023-01-19 07:44:29,银信金（风擎1.0）,1
"271305699764604972",28777,"4000.00",2023-01-19 07:53:10,银信金,12
"271324907906928739",16828,"5000.00",2023-01-19 09:11:11,银信金【限1期】（风擎1.0）,1
"271586791465816150",7813,"2000.00",2023-01-20 02:29:40,银信金,12
"271691520686559329",11272,"1300.00",2023-01-20 09:26:02,银信金（风擎1.0）,12
"271751430321344545",25595,"1000.00",2023-01-20 13:24:01,银信金,6
"271763797021167655",18218,"3000.00",2023-01-20 14:13:09,银信金（风擎1.0）,1
"271788970780790828",16835,"6000.00",2023-01-20 15:54:45,银信金【限1期】（风擎1.0）,1
"271888682301132827",20438,"3500.00",2023-01-20 22:29:31,银信金【限1期】（风擎1.0）,1
"271917743748550669",17108,"3500.00",2023-01-21 00:24:34,银信金（风擎1.0）,1
"272034792424476751",9093,"1000.00",2023-01-21 08:09:46,银信金,12
"272050929585491983",23699,"4000.00",2023-01-21 09:13:52,银信金（风擎1.0）,1
"272058320695726135",21013,"3500.00",2023-01-21 09:44:36,银信金【限1期】（风擎1.0）,1
"272164134831919180",19435,"1000.00",2023-01-21 16:44:07,银信金（风擎1.0）,1
"272298893805490259",8923,"1900.00",2023-01-22 01:40:14,银信金,12
"272334772137758795",16641,"10000.00",2023-01-22 04:01:47,银信金【限1期】（风擎1.0）,1
"272482686394830908",12549,"3500.00",2023-01-22 13:49:26,银信金（风擎1.0）,1
"272682541633376286",14855,"3000.00",2023-01-23 03:04:01,银信金（风擎1.0）,1
"273128965365960756",11953,"1000.00",2023-01-24 08:37:23,银信金（风擎1.0）,1
"273167507735580719",15813,"5000.00",2023-01-24 11:10:42,银信金（风擎1.0）,1
"273830728423313409",11922,"1000.00",2023-01-26 07:06:07,银信金（风擎1.0）,1
"273916623080001541",10814,"3000.00",2023-01-26 12:47:24,银信金,6
"273962840879140958",18161,"3000.00",2023-01-26 15:50:49,银信金（风擎1.0）,1
"274113478522966060",11721,"1600.00",2023-01-27 01:49:37,银信金（风擎1.0）,1
"274165886418554884",28589,"3500.00",2023-01-27 05:18:03,银信金,6
"274231505969090624",18805,"3500.00",2023-01-27 09:38:50,银信金（风擎1.0）,1
"274639739695534174",18782,"1000.00",2023-01-28 12:40:57,银信金（风擎1.0）,1
"274907401172422697",25054,"5000.00",2023-01-29 06:24:50,银信金（风擎1.0）,1
"274907480042115075",11953,"1000.00",2023-01-29 06:24:38,银信金（风擎1.0）,1
"274977634448969744",14294,"1000.00",2023-01-29 11:03:37,银信金（风擎1.0）,1
"275263705971822639",7538,"1000.00",2023-01-30 06:00:24,银信金,12
"275295339462922246",11924,"3500.00",2023-01-30 08:06:08,银信金,6
"275344906841624619",13006,"3500.00",2023-01-30 11:22:48,银信金,12
"275367465733722148",20502,"4000.00",2023-01-30 12:52:36,银信金（风擎1.0）,1
"275374814070444098",10845,"1400.00",2023-01-30 13:22:06,银信金,12
"275553162079899654",21781,"5000.00",2023-01-31 01:11:24,银信金,6
"275576029551136799",15161,"5000.00",2023-01-31 02:41:17,银信金,6
"275584746388590618",11268,"2000.00",2023-01-31 03:16:08,银信金（风擎1.0）,6
"275598672841019411",7357,"4000.00",2023-01-31 04:11:17,银信金,6
"275634856271155235",29332,"3000.00",2023-01-31 06:35:23,银信金,6
"275635227810992219",21835,"3000.00",2023-01-31 06:36:49,银信金,12
"275709958954291227",6951,"1000.00",2023-01-31 11:33:23,灰度测试,6
"275847305536606214",21545,"3000.00",2023-01-31 20:39:22,银信金,12
"275849249558761500",21545,"5000.00",2023-01-31 20:48:27,银信金（风擎1.0）,1
"275891779033763840",19435,"2000.00",2023-01-31 23:35:57,银信金（风擎1.0）,1
"275898799854063640",16058,"2000.00",2023-02-01 00:03:47,银信金,6
"275912221706555487",6994,"1400.00",2023-02-01 00:57:10,银信金（风擎1.0）,12
"275940495010697275",29172,"4000.00",2023-02-01 02:49:31,银信金,6
"275979787808411650",20872,"3500.00",2023-02-01 05:25:38,银信金,12
"275994774522171417",20051,"1000.00",2023-02-01 06:25:11,银信金（风擎1.0）,1
"276021362580131913",29387,"3000.00",2023-02-01 08:10:48,银信金,12
"276062694371627086",20805,"4000.00",2023-02-01 10:55:15,银信金【限1期】（风擎1.0）,1
"276065311751540798",18515,"1500.00",2023-02-01 11:05:28,银信金（风擎1.0）,1
"276092306514382854",20506,"3500.00",2023-02-01 12:52:57,银信金【限1期】（风擎1.0）,1
"276261787068928098",20979,"3500.00",2023-02-02 00:06:10,银信金（风擎1.0）,1
"276262635253665846",20701,"3500.00",2023-02-02 00:09:33,银信金【限1期】（风擎1.0）,1
"276267602383343682",20825,"1000.00",2023-02-02 00:29:18,银信金【限1期】（风擎1.0）,1
"276275441462022155",20825,"2000.00",2023-02-02 01:00:28,银信金【限1期】（风擎1.0）,1
"276279753261060165",7194,"1000.00",2023-02-02 01:17:50,银信金,12
"276312413584887894",29318,"7000.00",2023-02-02 03:27:42,银信金,12
"276323249623797850",21718,"4000.00",2023-02-02 04:10:25,银信金（风擎1.0）,1
"276325781435715636",19727,"8000.00",2023-02-02 04:21:07,银信金（风擎1.0）,1
"276333083647676447",22825,"1000.00",2023-02-02 04:49:46,银信金【限1期】（风擎1.0）,1
"276351385111498843",19642,"1000.00",2023-02-02 06:02:23,银信金（风擎1.0）,1
"276352331581362239",19642,"1000.00",2023-02-02 06:06:14,银信金（风擎1.0）,1
"276352979844599844",16483,"3500.00",2023-02-02 06:08:59,银信金（风擎1.0）,1
"276353167447429160",19642,"1000.00",2023-02-02 06:09:13,银信金（风擎1.0）,1
"276359133945532513",19547,"3000.00",2023-02-02 06:32:58,银信金（风擎1.0）,1
"276364598985232423",13574,"3000.00",2023-02-02 06:56:39,银信金（风擎1.0）,1
"276367523014905934",7194,"1000.00",2023-02-02 07:06:29,银信金,12
"276380832476827682",20896,"3000.00",2023-02-02 07:59:39,银信金（风擎1.0）,1
"276458043036798995",19440,"1300.00",2023-02-02 13:06:04,银信金（风擎1.0）,12
"276648022316814397",13576,"3500.00",2023-02-03 01:41:23,银信金（风擎1.0）,1
"276655969478512731",19502,"6000.00",2023-02-03 02:12:40,银信金【限1期】（风擎1.0）,1
"276659456421531693",25521,"3000.00",2023-02-03 02:27:15,银信金,12
"276674937840865345",18304,"3500.00",2023-02-03 03:27:53,银信金（风擎1.0）,1
"276686236935131214",7709,"1600.00",2023-02-03 04:12:49,银信金,12
"276712014775193629",19919,"3000.00",2023-02-03 05:55:10,银信金（风擎1.0）,1
"276832492856676437",20109,"3000.00",2023-02-03 13:54:17,银信金（风擎1.0）,1
"276876623649837148",19884,"3000.00",2023-02-03 16:49:59,银信金（风擎1.0）,1
"276938135395504153",20638,"6000.00",2023-02-03 20:53:59,银信金【限1期】（风擎1.0）,1
"277003154149740623",26372,"6000.00",2023-02-04 01:12:15,银信金,12
"277015825603498077",22825,"1000.00",2023-02-04 02:02:27,银信金【限1期】（风擎1.0）,1
"277034504609206313",25596,"8000.00",2023-02-04 03:17:00,银信金,6
"277148762340724786",19481,"1000.00",2023-02-04 10:50:47,银信金（风擎1.0）,1
"277183940643655684",13111,"5000.00",2023-02-04 13:10:25,银信金（风擎1.0）,1
"277343649170329696",13649,"5000.00",2023-02-04 23:45:53,银信金（风擎1.0）,1
"277378901708247127",22233,"3000.00",2023-02-05 02:05:20,银信金【限1期】（风擎1.0）,1
"277420101563715607",29535,"4500.00",2023-02-05 04:48:57,银信金,6
"277537215792418851",22182,"6000.00",2023-02-05 12:34:13,银信金【限1期】（风擎1.0）,1
"277558104562995263",18782,"1000.00",2023-02-05 13:57:25,银信金（风擎1.0）,1
"277598867841749036",21726,"5000.00",2023-02-05 16:39:23,银信金（风擎1.0）,1
"277686328815128658",23560,"3000.00",2023-02-05 22:27:58,银信金（风擎1.0）,1
"277704388737372191",19481,"1000.00",2023-02-05 23:38:34,银信金（风擎1.0）,1
"277709758524428329",20328,"6000.00",2023-02-05 23:59:48,银信金【限1期】（风擎1.0）,1
"277768281786552403",21690,"4000.00",2023-02-06 03:52:35,银信金（风擎1.0）,1
"277829688070639707",23609,"3000.00",2023-02-06 08:03:07,银信金（风擎1.0）,1
"278070426217877578",15017,"3500.00",2023-02-06 23:53:25,银信金（风擎1.0）,1
"278110373108912202",21873,"6000.00",2023-02-07 02:32:03,银信金（风擎1.0）,1
"278142480778661942",22905,"5000.00",2023-02-07 04:40:41,银信金（风擎1.0）,1
"278206763323494473",23017,"3000.00",2023-02-07 08:54:52,银信金（风擎1.0）,1
DY20230207278251671883223081,23197,"3000.00",2023-02-07 11:53:13,银信金（风擎1.0）,1
DY20230207278255332722085936,10275,"1000.00",2023-02-07 12:10:04,银信金,6
DY20230207278256168986611714,6951,"1000.00",2023-02-07 12:10:56,灰度测试,6
DY20230208278447959903965233,17248,"3000.00",2023-02-08 00:53:16,银信金（风擎1.0）,1
DY20230208278449553152282690,12916,"5000.00",2023-02-08 01:01:16,银信金（风擎1.0）,1
DY20230208278495666622304266,22529,"3000.00",2023-02-08 04:02:54,银信金（风擎1.0）,1
DY20230208278497668165144636,11103,"3000.00",2023-02-08 04:11:37,银信金,6
DY20230208278524833774571531,21921,"4500.00",2023-02-08 05:58:55,银信金（风擎1.0）,1
DY20230208278542047294656540,26358,"1300.00",2023-02-08 07:07:36,银信金,12
DY20230208278546947667791956,23479,"3000.00",2023-02-08 07:26:53,银信金（风擎1.0）,1
DY20230208278573875875418153,13320,"3000.00",2023-02-08 09:15:15,银信金（风擎1.0）,1
DY20230208278610189656133651,22796,"3000.00",2023-02-08 11:37:46,银信金（风擎1.0）,1
DY20230208278638608909471759,8602,"2400.00",2023-02-08 13:30:52,银信金,6
DY20230208278641609866874921,8791,"1200.00",2023-02-08 13:42:47,银信金,12
DY20230208278658308406120454,29137,"1000.00",2023-02-08 14:49:17,银信金,12
DY20230209278808172230217742,8172,"1000.00",2023-02-09 00:44:51,银信金,12
DY20230209278830122595913755,17245,"1000.00",2023-02-09 02:12:13,银信金（风擎1.0）,1
DY20230209278845970492559434,17245,"1000.00",2023-02-09 03:14:47,银信金（风擎1.0）,1
DY20230209278878752140824593,13183,"2000.00",2023-02-09 05:26:28,银信金（风擎1.0）,1
DY20230209278905220988276785,13183,"1000.00",2023-02-09 07:10:25,银信金（风擎1.0）,1
DY20230209278930023447138396,20766,"3000.00",2023-02-09 08:48:59,银信金【限1期】（风擎1.0）,1
DY20230209278942351454507072,13638,"1400.00",2023-02-09 09:37:44,银信金（风擎1.0）,6
DY20230210279164426660221027,16058,"1000.00",2023-02-10 00:20:16,银信金（风擎1.0）,1
DY20230210279221250864320527,11092,"1100.00",2023-02-10 04:06:10,银信金,6
DY20230210279250721864552542,11922,"1100.00",2023-02-10 06:03:00,银信金（风擎1.0）,1
DY20230210279263089466150915,7409,"1500.00",2023-02-10 06:52:36,银信金,6
DY20230210279332713117388897,19832,"1100.00",2023-02-10 11:29:19,银信金（风擎1.0）,12
DY20230211279406206584492086,5006,"3000.00",2023-02-10 16:21:51,银信金（风擎1.0）,1
DY20230211279547319043625046,25595,"1000.00",2023-02-11 01:41:59,银信金,6
DY20230211279547932276035631,14762,"3000.00",2023-02-11 01:44:04,银信金（风擎1.0）,1
DY20230211279573217444761664,19481,"1000.00",2023-02-11 03:24:40,银信金（风擎1.0）,1
DY20230211279615599724859466,19877,"3000.00",2023-02-11 06:12:56,银信金（风擎1.0）,1
DY20230211279640994717241363,29757,"5000.00",2023-02-11 07:54:45,银信金,12
DY20230211279658761939980311,26856,"1700.00",2023-02-11 09:04:42,银信金,6
DY20230211279673615958544453,12232,"2000.00",2023-02-11 10:03:43,银信金（风擎1.0）,1
DY20230211279710506149875732,18988,"1300.00",2023-02-11 12:30:23,银信金（风擎1.0）,12
DY20230211279719484862894178,24537,"3000.00",2023-02-11 13:08:25,银信金（风擎1.0）,1
DY20230211279727302642896956,10275,"1000.00",2023-02-11 13:37:17,银信金,6
DY20230211279741169213247529,12559,"1000.00",2023-02-11 14:32:07,银信金（风擎1.0）,12
DY20230212279802129034645538,7179,"1000.00",2023-02-11 18:35:03,银信金,12
DY20230212279855337580925015,14501,"3000.00",2023-02-11 22:05:41,银信金（风擎1.0）,1
DY20230212279896799223877710,13183,"1000.00",2023-02-12 00:50:29,银信金（风擎1.0）,1
DY20230212279897417065828385,13183,"1000.00",2023-02-12 00:53:00,银信金（风擎1.0）,1
DY20230212279907474981654579,8358,"3000.00",2023-02-12 01:32:51,银信金,6
DY20230212279946267398901801,14294,"1000.00",2023-02-12 04:07:16,银信金（风擎1.0）,1
DY20230212280024805057630298,22840,"3000.00",2023-02-12 09:19:14,银信金（风擎1.0）,1
DY20230212280027943005196352,15223,"1100.00",2023-02-12 09:31:36,银信金（风擎1.0）,6
DY20230212280049341928968228,22562,"3000.00",2023-02-12 10:56:38,银信金（风擎1.0）,1
DY20230213280255886402916440,23545,"2000.00",2023-02-13 00:37:11,银信金（风擎1.0）,1
DY20230213280266051239940116,12559,"1000.00",2023-02-13 01:18:33,银信金（风擎1.0）,12
DY20230213280300899828633667,24824,"6000.00",2023-02-13 03:36:08,银信金（风擎1.0）,1
DY20230213280319216316452865,14294,"2000.00",2023-02-13 04:49:01,银信金（风擎1.0）,1
DY20230213280339171556593683,8936,"1500.00",2023-02-13 06:08:24,银信金,6
DY20230213280350949640376415,11430,"1000.00",2023-02-13 06:55:07,银信金（风擎1.0）,12
DY20230213280361338063163483,25045,"3000.00",2023-02-13 07:36:24,银信金（风擎1.0）,1
DY20230213280445314337476621,15056,"1000.00",2023-02-13 13:10:25,银信金（风擎1.0）,12
DY20230214280659814437228626,11922,"1900.00",2023-02-14 03:22:27,银信金（风擎1.0）,1
DY20230214280761327826374672,25391,"6000.00",2023-02-14 10:06:02,银信金,12
DY20230214280762448032698370,6972,"1100.00",2023-02-14 10:10:20,银信金,12
DY20230214280790445116756013,21924,"6000.00",2023-02-14 12:01:35,银信金（风擎1.0）,1
DY20230214280815056478933030,8767,"1100.00",2023-02-14 13:40:49,银信金,12
DY20230214280819626173141009,14745,"1000.00",2023-02-14 13:57:31,银信金（风擎1.0）,1
DY20230214280824170915434518,14745,"2000.00",2023-02-14 14:15:41,银信金（风擎1.0）,1
DY20230215281019702371815462,8658,"1200.00",2023-02-15 03:12:34,银信金,6
DY20230215281041647482048573,12559,"1000.00",2023-02-15 04:39:45,银信金（风擎1.0）,12
DY20230215281086768458108977,11867,"4000.00",2023-02-15 07:40:32,银信金（风擎1.0）,1
DY20230215281148871722274878,6951,"1000.00",2023-02-15 11:45:47,灰度测试,6
DY20230215281154620334673976,6951,"1000.00",2023-02-15 12:08:22,灰度测试,6
DY20230215281185725288943695,14745,"2000.00",2023-02-15 14:12:13,银信金（风擎1.0）,1
DY20230216281434160193736753,14845,"1000.00",2023-02-16 06:39:26,银信金（风擎1.0）,1
DY20230216281466416849358899,17245,"1000.00",2023-02-16 08:47:31,银信金（风擎1.0）,1
DY20230216281505535784783881,6951,"1000.00",2023-02-16 11:22:51,灰度测试,6
DY20230217281780195092992030,29928,"3000.00",2023-02-17 05:34:23,银信金,12
DY20230217281885169953149009,10275,"1000.00",2023-02-17 12:32:14,银信金,6
DY20230218282086571195371610,13624,"3800.00",2023-02-18 01:52:01,银信金（风擎1.0）,1
DY20230218282176991954866270,29960,"3000.00",2023-02-18 07:52:03,银信金,12
DY20230218282204540420362313,15843,"3000.00",2023-02-18 09:40:36,银信金（风擎1.0）,1
DY20230218282225083248939094,15644,"3000.00",2023-02-18 11:02:20,银信金（风擎1.0）,1
DY20230218282243742365257742,10275,"1000.00",2023-02-18 12:16:41,银信金,6
DY20230219282334440028508167,8115,"1200.00",2023-02-18 22:00:59,银信金,6
DY20230219282439256872456194,23986,"2000.00",2023-02-19 01:13:21,银信金（风擎1.0）,1
DY20230219282447965057060960,29795,"6000.00",2023-02-19 01:48:01,银信金,12
DY20230219282451849179697158,15011,"3000.00",2023-02-19 02:03:18,银信金（风擎1.0）,1
DY20230219282532889525096499,7194,"1000.00",2023-02-19 07:25:37,银信金,12
DY20230219282551418295029770,11953,"1000.00",2023-02-19 08:38:53,银信金（风擎1.0）,1
DY20230219282551992499441709,11953,"1000.00",2023-02-19 08:41:06,银信金（风擎1.0）,1
DY20230219282622893949587486,14970,"1000.00",2023-02-19 13:24:17,银信金（风擎1.0）,6
DY20230220282773032269910018,17108,"3500.00",2023-02-19 23:19:35,银信金（风擎1.0）,1
DY20230220282789009879601182,9607,"1100.00",2023-02-20 00:23:25,银信金,12
DY20230220282833737648050224,29994,"5000.00",2023-02-20 03:21:18,银信金,12
DY20230220282893315655995483,20438,"3500.00",2023-02-20 07:18:06,银信金【限1期】（风擎1.0）,1
DY20230220282939566044876823,11953,"1000.00",2023-02-20 10:29:57,银信金（风擎1.0）,1
DY20230220282999987124703313,21726,"1000.00",2023-02-20 14:21:39,银信金（风擎1.0）,1
DY20230221283225973338542165,16828,"5000.00",2023-02-21 05:19:42,银信金【限1期】（风擎1.0）,1
DY20230221283321555914723363,6951,"1000.00",2023-02-21 11:39:17,灰度测试,6
DY20230222283572292863266870,11268,"1000.00",2023-02-22 04:15:45,银信金（风擎1.0）,6
DY20230222283596655129923585,12232,"3000.00",2023-02-22 05:52:31,银信金（风擎1.0）,1
DY20230222283629381274964017,15223,"1300.00",2023-02-22 08:02:31,银信金（风擎1.0）,6
DY20230222283635616867029029,10275,"1000.00",2023-02-22 08:28:36,银信金,6
DY20230222283638632798097463,16641,"10000.00",2023-02-22 08:39:12,银信金【限1期】（风擎1.0）,1
DY20230223284023417718575161,11268,"1000.00",2023-02-23 10:08:13,银信金（风擎1.0）,12
