"user_id","customer_unique_key"
14,C20220719204656325945331724
20,C20220823217348858001362967
20,C20220711201795413739839496
22,C20220720204767488238690355
23,C20220720205008143212879898
24,C20220720205019493095972897
25,C20220720205030271899275308
26,C20220720205048115911467016
27,C20220720205065829866410020
29,C20220720205066554575032370
30,C20220720205073371803951133
32,C20220720205081634612056128
34,C20220720205081874199224367
39,C20220721205281940071522386
40,C20220721205309808310755394
41,C20220721205385384694390802
42,C20220721205306507347234875
43,C20220721205244862285615186
44,C20220721205372028348538965
45,C20220721205388287228256300
46,C20220720205107637388447841
47,C20220720205075351641133098
49,C20220721205114912677171291
50,C20220720205104254439137356
52,C20220720205104150558810164
53,C20220720205090148701184090
54,C20220720205100489547845678
55,C20220720205092006412816407
56,C20220720205102979718848513
57,C20220720205084600475717646
58,C20220720205106102352875592
59,C20220720205097422693867556
60,C20220720205087062939148343
62,C20220720205103429645897755
63,C20220720205102291471310888
65,C20220720205105211713527817
68,C20220720205076019248500809
71,C20220725206885131020013660
72,C20220725206885928432836646
74,C20220720205109956112945186
76,C20220720205071557574397988
77,C20220720205104630483656745
78,C20220720205072823021215780
79,C20220720205091836132462690
80,C20220720205099875887751175
81,C20220720205083142166683739
82,C20220720205102061715726434
83,C20220720205093125444870150
84,C20220720205073116895125588
85,C20220720205096752779497556
86,C20220720205103970543341665
87,C20220720205069012756078679
88,C20220726207213436994719829
89,C20220720205105090632360009
90,C20220720205106795763601501
91,C20220720205083761224847396
92,C20220720205107565879894077
93,C20220720205081707370782795
94,C20220720205094116831400027
95,C20220720205104948223156317
97,C20220727207478090803318876
99,C20220727207516586482081838
100,C20220720205082997752467492
105,C20220728207823543243771957
106,C20220926229648629911138399
107,C20220728207653275439337477
109,C20220720205070976042672199
111,C20220728207838323627135033
115,C20220720205076302909415490
117,C20220728207849269208682526
118,C20220728207850574681608290
120,C20220728207875010126286882
122,C20220728207870040974954500
124,C20220728207875252133433391
125,C20220720205099054794022917
126,C20220720205104116257792083
127,C20220720205079568925859850
128,C20220728207906269552713729
129,C20220720205110627805564997
130,C20220817215137341847904257
131,C20220720205107568073379888
133,C20220720205097620115562525
134,C20220720205105765298606143
135,C20220720205109854132637709
136,C20220720205100975252443149
138,C20220720205083447038058567
139,C20220720205097236022038620
141,C20220729208188045630120020
142,C20220720205093114669568047
143,C20220720205079003080695837
144,C20220720205109789192364032
145,C20220720205087074242662411
148,C20220729208288009433653300
149,C20220720205086923176415313
151,C20220720205074323629940754
156,C20220730208544843146993699
157,C20220730208546313174913058
159,C20220814214065391750881345
161,C20220730208555807145594919
163,C20220720205103673045688370
164,C20220720205087693955407872
165,C20220730208578428927221774
167,C20220730208608341163905121
168,C20220720205090533390164023
169,C20220720205107674155851803
170,C20220720205109199913488477
171,C20220730208646563197751341
172,C20220730208647832318779467
173,C20220720205102416243466317
174,C20220730208652519214288922
176,C20220720205085580307210268
177,C20220731208738648143827010
179,C20220720205081208940666951
180,C20220720205093156755214424
181,C20220720205098646310756420
181,C20220731208916826502209550
182,C20220720205101055162458129
183,C20220801209299780206338129
184,C20220801209330765140463686
185,C20220720205099016827183180
186,C20220801209373256397103107
188,C20220720205111107197870104
189,C20220720205110105518248025
193,C20220720205077900167487498
199,C20220720205072572969259074
200,C20220720205087601731051570
201,C20220720205100647438225504
202,C20220720205070137790046215
203,C20220720205105124325204002
204,C20220720205078604118499393
205,C20220720205095848546410517
206,C20220720205097341089488993
207,C20220720205089816717692949
209,C20220720205099758027808788
210,C20220720205074632045502563
211,C20220803210087458140983382
216,C20220803210097827639205951
220,C20220803210107360998596619
222,C20220803210109854638153789
223,C20220803210128908350263318
224,C20220720205073251490340910
225,C20220803210153646720294966
226,C20220720205076415589392441
227,C20220803210171452660654176
228,C20220720205085523604279390
230,C20220720205094723369836613
231,C20220720205089086711799836
232,C20220720205071800961605655
233,C20220819215898174680862727
234,C20220720205104936235835441
236,C20220720205094814960853088
237,C20220804210446410473148494
238,C20220804210460074517471330
239,C20220804210481838525911136
240,C20220804210531245317296203
241,C20220720205081481041809414
244,C20220805210691865656434782
248,C20220720205101426811347021
249,C20220805210718802676158484
251,C20220720205093439086534676
255,C20220805210825941990117387
257,C20220805210831406346145864
258,C20221206255289564497850429
259,C20220805210834909722583112
260,C20220805210833894436773931
262,C20220720205070273035243617
263,C20220720205109319086383193
266,C20220720205080170149842998
267,C20220805210862477016309813
268,C20220720205106587948556330
269,C20220720205110893875433534
270,C20220805210877698468352081
271,C20220720205080741489545275
272,C20220720205100729017438231
273,C20220720205102213738139731
274,C20220806211081617958113317
276,C20220720205105135259619334
277,C20220806211057767249879040
281,C20220720205102591397601297
282,C20220811213038610453372953
284,C20220806211064857817260114
285,C20220806211074532650524761
286,C20220720205100350645215318
288,C20220806211087763184033863
289,C20220720205090288568639575
291,C20220720205078833433681962
292,C20220806211124876394897468
293,C20220720205089396825919567
294,C20220720205071954808676383
296,C20220806211160712200982565
299,C20220806211182810030018614
300,C20220808211902770121547835
304,C20220720205095597836083259
305,C20220720205086196420972582
307,C20220808211736754515091465
309,C20220808211808358217555970
311,C20220720205097364304961614
312,C20220808211903675260604494
313,C20220808211906998671904805
314,C20220808211907117253402640
316,C20220808211911660015984666
317,C20220720205096842864758785
318,C20220808211924628392775726
319,C20220808211912866784354314
321,C20220808211915948578443287
322,C20220808211920526246158425
323,C20220808211956612473163813
324,C20220808211919841987403844
325,C20220808211923634552442882
326,C20220808211923584174657621
327,C20220808211925948394905612
329,C20220808211929125647294488
331,C20220808211932537847681107
332,C20220808211940880133922910
333,C20220808211962844051279907
334,C20220809212203603753181185
335,C20220808211979929989025824
336,C20220720205100089264443430
337,C20220720205073843977723987
340,C20220809212154818599456837
341,C20220809212158179189203031
343,C20220809212158480474447898
344,C20220809212159524713537576
346,C20220809212159583182135358
348,C20220809212163991701823568
349,C20220809212160772254601216
350,C20220809212160564489887833
351,C20220809212161014891028572
352,C20220809212160514019692621
355,C20220809212164321604669457
359,C20220809212162440815976486
361,C20220809212167712707977281
362,C20220809212164232526176349
363,C20220809212165837388386318
365,C20220809212163864710746118
367,C20220809212164281377099809
369,C20220809212164355025018886
370,C20220811212938517352030258
371,C20220809212165892409266181
372,C20220809212166864397275212
374,C20220809212166871204765699
375,C20220809212167072002875429
376,C20220809212167423749656589
377,C20220809212168215508422689
381,C20220809212171846714662970
383,C20220809212173382932893745
384,C20220809212174383467335718
389,C20220809212178607001575443
390,C20220809212178116968456205
391,C20220809212179282250965007
393,C20220809212181799315710026
394,C20220720205072868286144578
396,C20220720205098751692509231
397,C20220809212181636308144172
398,C20220809212187129458204732
399,C20220809212183792977317918
402,C20220720205109800265191477
403,C20220809212184408961327110
404,C20220809212184663022768149
406,C20220720205082024556634141
411,C20220809212186488816017496
412,C20220809212187048315199571
413,C20220809212186364534460469
414,C20220809212189290590117924
415,C20220720205110078343352408
416,C20220809212188128054878244
420,C20230110268018317032304710
421,C20220809212298071340752914
422,C20220720205107628278419491
423,C20220809212195964415512649
426,C20220720205073713522151505
427,C20220720205071173455978582
428,C20220720205109039804457049
430,C20220809212198784048959517
