gender_0,gender_1,degree_1,degree_2,degree_3,degree_4,degree_5,card_num_0,card_num_1,card_num_2,card_num_3,card_num_4,card_num_5,model_risk_v7_stongyong_score,omriskscoregeneral,als_m12_id_nbank_orgnum,als_m12_id_nbank_min_inteday,als_m12_id_min_inteday,als_m3_id_nbank_min_inteday,debt_pressure_index,v6_seq_online,als_m12_id_nbank_week_orgnum,als_lst_id_nbank_consnum,als_d15_id_nbank_orgnum,als_m1_id_nbank_week_orgnum,actual_age,order_status_key,fold
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,839.0,0.0,-9999.0,-9999.0,-9999.0,19.0,20.0,-9999.0,0.0,0.0,-9999.0,33.0,0.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,767.0,3.0,0.0,0.0,7.0,28.0,30.0,3.0,1.0,1.0,1.0,30.0,0.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,626.0,4.0,3.0,0.0,10.0,24.0,36.0,3.0,1.0,0.0,1.0,26.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,608.0,8.0,0.0,0.0,-9999.0,25.0,72.0,0.0,1.0,0.0,-9999.0,30.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,666.0,1.0,51.0,51.0,51.0,28.0,24.0,0.0,1.0,1.0,0.0,25.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,748.0,3.0,23.0,10.0,23.0,34.0,27.0,1.0,1.0,1.0,0.0,35.0,0.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,712.0,1.0,-9999.0,11.0,-9999.0,28.0,36.0,0.0,1.0,0.0,0.0,27.0,0.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,776.0,1.0,-9999.0,-9999.0,-9999.0,25.0,47.0,0.0,1.0,0.0,-9999.0,49.0,0.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,665.0,4.0,13.0,13.0,13.0,29.0,37.0,2.0,1.0,1.0,0.0,52.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,649.0,1.0,-9999.0,0.0,-9999.0,22.0,29.0,0.0,1.0,0.0,-9999.0,36.0,0.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,725.0,1.0,32.0,0.0,-9999.0,12.0,42.0,1.0,1.0,0.0,-9999.0,32.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,546.0,1.0,-9999.0,-9999.0,-9999.0,24.0,58.0,0.0,1.0,0.0,-9999.0,39.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,779.0,2.0,69.0,8.0,-9999.0,27.0,23.0,0.0,1.0,0.0,-9999.0,36.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,647.0,1.0,14.0,14.0,14.0,24.0,38.0,1.0,1.0,1.0,0.0,51.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,816.0,1.0,51.0,51.0,-9999.0,21.0,26.0,0.0,1.0,0.0,-9999.0,39.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,530.0,1.0,228.0,228.0,-9999.0,27.0,55.0,0.0,1.0,0.0,-9999.0,27.0,0.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,634.0,2.0,56.0,19.0,-9999.0,29.0,31.0,0.0,1.0,0.0,-9999.0,25.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,691.0,1.0,-9999.0,55.0,-9999.0,25.0,48.0,0.0,1.0,0.0,-9999.0,28.0,1.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,625.0,1.0,58.0,0.0,-9999.0,30.0,42.0,0.0,1.0,0.0,-9999.0,26.0,0.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,805.0,1.0,124.0,124.0,-9999.0,12.0,21.0,1.0,1.0,0.0,-9999.0,40.0,1.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,619.0,4.0,6.0,6.0,13.0,31.0,74.0,0.0,1.0,1.0,0.0,23.0,0.0,4.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,605.0,5.0,0.0,0.0,11.0,31.0,38.0,1.0,1.0,1.0,1.0,52.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,602.0,8.0,0.0,0.0,0.0,34.0,44.0,2.0,1.0,0.0,0.0,36.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,625.0,6.0,7.0,2.0,15.0,19.0,45.0,2.0,1.0,1.0,0.0,60.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,900.0,1.0,-9999.0,-9999.0,-9999.0,25.0,18.0,0.0,1.0,0.0,-9999.0,32.0,1.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,683.0,1.0,-9999.0,7.0,-9999.0,31.0,40.0,0.0,1.0,0.0,-9999.0,27.0,0.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,515.0,3.0,57.0,57.0,-9999.0,33.0,50.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,818.0,2.0,141.0,17.0,-9999.0,19.0,27.0,1.0,1.0,1.0,0.0,38.0,0.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,578.0,5.0,0.0,0.0,0.0,37.0,34.0,3.0,2.0,2.0,0.0,34.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,657.0,5.0,0.0,0.0,0.0,33.0,47.0,4.0,1.0,0.0,-9999.0,39.0,0.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,698.0,2.0,38.0,38.0,-9999.0,23.0,32.0,1.0,1.0,0.0,-9999.0,26.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,605.0,1.0,80.0,10.0,-9999.0,24.0,33.0,1.0,1.0,0.0,-9999.0,49.0,0.0,4.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,725.0,0.0,-9999.0,-9999.0,-9999.0,24.0,29.0,-9999.0,0.0,0.0,-9999.0,58.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,693.0,3.0,0.0,0.0,-9999.0,27.0,65.0,0.0,1.0,0.0,-9999.0,32.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,666.0,1.0,-9999.0,-9999.0,-9999.0,16.0,31.0,0.0,1.0,1.0,0.0,38.0,1.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,732.0,2.0,50.0,50.0,-9999.0,26.0,21.0,0.0,1.0,0.0,-9999.0,32.0,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,599.0,1.0,-9999.0,3.0,-9999.0,15.0,57.0,0.0,1.0,0.0,-9999.0,36.0,0.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,737.0,2.0,34.0,0.0,-9999.0,31.0,31.0,0.0,1.0,0.0,-9999.0,32.0,0.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,788.0,1.0,-9999.0,212.0,-9999.0,28.0,18.0,1.0,1.0,0.0,-9999.0,29.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,699.0,2.0,1.0,1.0,-9999.0,31.0,29.0,0.0,1.0,0.0,-9999.0,55.0,0.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,801.0,2.0,210.0,210.0,-9999.0,21.0,22.0,0.0,1.0,0.0,-9999.0,32.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,801.0,2.0,35.0,35.0,-9999.0,24.0,22.0,1.0,1.0,0.0,-9999.0,51.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,596.0,2.0,220.0,0.0,-9999.0,29.0,33.0,0.0,1.0,0.0,-9999.0,32.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,675.0,5.0,0.0,0.0,0.0,38.0,30.0,1.0,1.0,0.0,0.0,34.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,621.0,1.0,-9999.0,-9999.0,-9999.0,18.0,57.0,0.0,1.0,0.0,-9999.0,43.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,634.0,3.0,14.0,0.0,24.0,34.0,30.0,0.0,1.0,0.0,-9999.0,34.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,702.0,2.0,33.0,0.0,33.0,25.0,43.0,1.0,1.0,0.0,-9999.0,47.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,562.0,7.0,0.0,0.0,0.0,33.0,55.0,4.0,1.0,1.0,1.0,27.0,0.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,578.0,1.0,-9999.0,87.0,-9999.0,24.0,33.0,0.0,1.0,0.0,-9999.0,28.0,0.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,770.0,0.0,-9999.0,-9999.0,-9999.0,24.0,35.0,-9999.0,0.0,0.0,-9999.0,49.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,834.0,4.0,0.0,0.0,17.0,30.0,11.0,2.0,1.0,0.0,0.0,29.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,706.0,0.0,-9999.0,-9999.0,-9999.0,24.0,33.0,-9999.0,0.0,0.0,-9999.0,47.0,0.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,591.0,1.0,-9999.0,-9999.0,-9999.0,27.0,42.0,1.0,1.0,0.0,-9999.0,29.0,0.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,718.0,0.0,-9999.0,-9999.0,-9999.0,27.0,25.0,-9999.0,0.0,0.0,-9999.0,27.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,590.0,2.0,26.0,21.0,-9999.0,22.0,36.0,0.0,1.0,0.0,-9999.0,29.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,766.0,2.0,4.0,4.0,4.0,15.0,17.0,1.0,1.0,0.0,-9999.0,38.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,729.0,2.0,0.0,0.0,-9999.0,31.0,39.0,0.0,2.0,0.0,-9999.0,47.0,0.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,800.0,1.0,34.0,4.0,-9999.0,30.0,47.0,0.0,1.0,1.0,0.0,38.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,638.0,1.0,88.0,88.0,-9999.0,25.0,50.0,0.0,1.0,0.0,-9999.0,37.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,755.0,1.0,-9999.0,-9999.0,-9999.0,24.0,18.0,1.0,1.0,0.0,-9999.0,47.0,1.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,739.0,1.0,-9999.0,-9999.0,-9999.0,25.0,22.0,1.0,1.0,0.0,-9999.0,40.0,1.0,2.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,651.0,4.0,10.0,10.0,31.0,36.0,31.0,2.0,1.0,0.0,0.0,33.0,0.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,577.0,2.0,1.0,1.0,1.0,29.0,36.0,2.0,1.0,0.0,-9999.0,57.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,643.0,3.0,0.0,0.0,0.0,28.0,29.0,0.0,1.0,1.0,0.0,24.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,741.0,2.0,220.0,220.0,-9999.0,27.0,32.0,1.0,1.0,0.0,-9999.0,51.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,777.0,0.0,-9999.0,-9999.0,-9999.0,25.0,33.0,-9999.0,0.0,0.0,-9999.0,43.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,601.0,8.0,0.0,0.0,4.0,33.0,39.0,1.0,1.0,0.0,0.0,32.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,575.0,0.0,-9999.0,146.0,-9999.0,27.0,40.0,-9999.0,0.0,0.0,-9999.0,47.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,727.0,0.0,-9999.0,0.0,-9999.0,25.0,33.0,-9999.0,0.0,0.0,-9999.0,30.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,580.0,2.0,47.0,0.0,-9999.0,25.0,35.0,1.0,1.0,0.0,-9999.0,27.0,0.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,547.0,2.0,1.0,1.0,1.0,27.0,48.0,0.0,1.0,0.0,-9999.0,29.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,764.0,1.0,31.0,30.0,31.0,34.0,30.0,0.0,1.0,0.0,0.0,39.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,692.0,1.0,-9999.0,-9999.0,-9999.0,27.0,30.0,1.0,1.0,0.0,-9999.0,24.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,804.0,1.0,-9999.0,27.0,-9999.0,21.0,20.0,0.0,1.0,0.0,-9999.0,38.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,812.0,1.0,41.0,2.0,-9999.0,22.0,16.0,0.0,1.0,0.0,-9999.0,33.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,683.0,2.0,97.0,3.0,-9999.0,27.0,38.0,1.0,1.0,0.0,-9999.0,21.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,653.0,3.0,12.0,12.0,-9999.0,27.0,50.0,2.0,1.0,0.0,-9999.0,38.0,0.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,575.0,2.0,9.0,0.0,-9999.0,27.0,42.0,1.0,1.0,0.0,-9999.0,24.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,717.0,2.0,15.0,13.0,47.0,28.0,20.0,0.0,1.0,0.0,-9999.0,53.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,793.0,4.0,0.0,0.0,0.0,27.0,24.0,2.0,1.0,0.0,-9999.0,42.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,637.0,3.0,0.0,0.0,0.0,30.0,61.0,1.0,1.0,0.0,0.0,30.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,722.0,2.0,2.0,2.0,-9999.0,25.0,40.0,0.0,1.0,0.0,-9999.0,32.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,667.0,0.0,-9999.0,11.0,-9999.0,22.0,25.0,-9999.0,0.0,0.0,-9999.0,32.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,600.0,4.0,0.0,0.0,0.0,27.0,37.0,2.0,2.0,2.0,0.0,29.0,0.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,713.0,8.0,0.0,0.0,0.0,33.0,61.0,2.0,2.0,0.0,-9999.0,39.0,0.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,701.0,2.0,8.0,0.0,-9999.0,18.0,17.0,0.0,1.0,0.0,-9999.0,41.0,0.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,830.0,7.0,0.0,0.0,3.0,31.0,18.0,4.0,1.0,0.0,1.0,39.0,0.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,642.0,0.0,-9999.0,-9999.0,-9999.0,24.0,28.0,-9999.0,0.0,0.0,-9999.0,35.0,1.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,759.0,2.0,98.0,98.0,-9999.0,19.0,47.0,2.0,1.0,0.0,-9999.0,32.0,1.0,4.0
