dm_id_003,dm_id_005,dm_id_009,dm_summary_001,dm_summary_002,dm_summary_003,dm_summary_004,dm_summary_005,dm_summary_006,dm_summary_007,dm_summary_011,dm_summary_012,dm_summary_013,dm_summary_014,dm_summary_015,dm_summary_018,dm_summary_021,dm_summary_023,dm_summary_024,dm_summary_025,dm_creditdetails_001,dm_creditdetails_003,dm_creditdetails_004,dm_creditdetails_005,dm_creditdetails_006,dm_creditdetails_007,dm_creditdetails_009,dm_creditdetails_011,dm_creditdetails_012,dm_creditdetails_013,dm_creditdetails_029,dm_creditdetails_030,dm_creditdetails_031,dm_creditdetails_032,dm_creditdetails_034,dm_publicdetails_008,dm_publicdetails_009,dm_creditdetails_017,dm_repayment_1_001,dm_repayment_25_001,dm_repayment_2_001,dm_repayment_15_001,dm_creditdetails_028,dm_qc_sc_01,dm_qc_sc_02,dm_qc_sc_03,dm_qc_sc_04,dm_qc_sc_05,dm_ql_sc_01,dm_ql_sc_02,dm_ql_sc_03,dm_ql_sc_04,dm_ql_sc_05,dm_qdb_sc_01,dm_qdb_sc_02,dm_qdb_sc_03,dm_qdb_sc_04,dm_qdb_sc_05,dm_qc_so_01,dm_qc_so_02,dm_qc_so_03,dm_qc_so_04,dm_qc_so_05,dm_ql_so_01,dm_ql_so_02,dm_ql_so_03,dm_ql_so_04,dm_ql_so_05,dm_qdb_so_01,dm_qdb_so_02,dm_qdb_so_03,dm_qdb_so_04,dm_qdb_so_05,overdue,dm_creditdetails_007_numerator,dm_repayment_1_001_numerator,dm_repayment_25_001_numerator,dm_repayment_2_001_numerator,dm_repayment_15_001_numerator,fold
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,4.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,7.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,8.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,5.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4.0
DZ,YH,ZZ,0,0.0,0,6,10.14843173380919,10.108100467230903,10.531055670783255,9.572967566074247,0.0,0,0.0,0,7.783640596221253,0,0,0,8,0.0,7.328437352895162,9.962935011179548,0.0,7.82464583092826,4.0,0,0,3,2,0,0.0,7.828436359157585,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,4,4,4,1,1,1,5,5,0,0,0,0,0,2,4,4,4,4,1,1,1,4,4,0,0,0,0,0,0,4.0,0,0,0,0,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0.0
BK,NONE,ZZ,0,0.0,0,5,11.32214019176408,11.32189812255531,11.295154952992526,10.144117324857612,7.616283561580385,0,0.0,0,0.0,0,0,0,7,0.0,8.935508711503221,9.219101877644755,8.898092345579153,8.92665032079394,5.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,9.0
GZ,YH,ZZ,0,0.0,0,9,12.47503432985365,12.508289819722279,12.924280663560314,11.849547690342566,9.217415285648144,0,0.0,0,8.33110454805304,0,0,0,11,0.0,10.143527551510068,11.271032231818152,9.879297313734911,10.094946403487844,9.0,0,66,3,2,0,0.0,0.0,7.611347717403621,0.0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,4,5,9,0,1,1,4,6,0,1,1,1,1,0,0,4,4,8,0,1,1,1,1,0,1.0,0,0,0,0,2.0
DZ,NONE,ZZ,0,0.0,0,2,9.60649561075857,9.172742341560864,11.240342163551318,10.62476047015509,10.463988662743825,0,0.0,0,8.566173813637858,0,0,0,2,0.0,8.40827078419205,9.285818833152089,8.238536930171769,7.00913789327074,1.0,0,44,7,6,0,0.0,0.0,7.403061091090091,7.804251383528112,0,0,1,0.0,0.0,0.0,0.0,0,1,1,1,3,3,1,3,5,9,10,0,1,1,2,2,1,1,1,3,3,1,3,4,6,6,0,1,1,1,1,0,0.0,0,0,0,0,9.0
BK,YH,ZY,0,0.0,0,7,12.764948159530446,12.767033243089362,12.739728661224582,11.775835734196143,0.0,0,0.0,0,7.02197642307216,0,0,0,12,0.0,10.469993832128676,10.925506732372718,10.412922209355978,10.372706498998838,7.0,0,144,15,5,0,0.0,0.0,0.0,8.429672593886743,47,14170,2,0.0,0.0,0.0,0.0,0,0,0,1,5,8,1,2,2,7,10,0,0,0,1,2,0,0,1,3,6,1,2,2,5,7,0,0,0,1,1,0,0.0,0,0,0,0,9.0
ZZ,YH,ZZ,0,0.0,0,6,11.670108684853483,11.617834878896966,11.878061512601743,10.310318394272075,8.9947928972836,0,0.0,0,8.830689198760998,0,0,0,8,0.0,9.341544057591527,11.232880819647658,8.656781205623291,9.316860215353856,6.0,0,0,7,5,0,0.0,0.0,0.0,6.957497370876951,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,3,3,4,6,12,14,0,0,0,0,0,1,1,1,1,3,3,4,5,8,8,0,0,0,0,0,0,2.0,0,0,0,0,2.0
GZ,YH,ZY,2,7.300472814267799,1,1,7.427144133408616,7.280008252884188,8.529319371214077,8.529319371214077,8.521384396034705,1,5.802118375377063,1,0.0,0,0,0,1,0.0,4.700480365792417,6.862757913051401,2.772588722239781,5.054971107916307,1.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.016666666666666666,0.0,0.06666666666666667,0,4,4,11,11,11,0,0,3,4,5,0,0,0,0,0,4,4,7,7,7,0,0,3,3,4,0,0,0,0,0,0,0.0,0,1,0,4,2.0
DZ,YH,ZZ,1,7.415175109613295,1,4,9.77741399528076,9.670356794688852,10.344030187256989,9.681031265002055,0.0,1,5.081404364984463,1,8.818926087090677,0,0,0,4,0.0,7.806289289267033,9.429234909000977,7.20414929203594,7.392154788511605,3.0,0,0,14,9,0,0.0,0.0,0.0,7.816416983691801,0,0,0,0.041666666666666664,0.016666666666666666,0.041666666666666664,0.016666666666666666,0,0,0,0,1,2,0,4,7,11,16,0,0,0,1,1,0,0,0,1,2,0,4,7,9,11,0,0,0,1,1,0,1.0,1,1,1,1,8.0
GZ,NONE,ZZ,0,0.0,0,3,9.292012520620208,9.337941716569905,9.799847777776368,9.212438170058329,8.019941687677365,1,6.255750041753367,1,7.403061091090091,0,0,0,4,0.0,7.433666540166168,8.185071477532283,7.3727463664043285,6.822633025565302,3.0,0,0,50,3,0,0.0,0.0,0.0,7.749753406274437,0,0,0,0.0,0.016666666666666666,0.0,0.0,0,0,1,5,5,5,0,1,1,1,1,0,0,0,0,0,0,1,4,4,4,0,1,1,1,1,0,0,0,0,0,0,1.0,0,1,0,0,3.0
GZ,NONE,ZY,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,7,7,8,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,0,0,0,0,0,0.0,0,0,0,0,5.0
DZ,YH,ZZ,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.8826922062890254,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,7,8,15,0,3,4,6,16,0,0,0,0,0,1,4,6,6,8,0,3,4,5,9,0,0,0,0,0,0,0.0,0,0,0,0,7.0
XX,YH,ZZ,1,4.875197323201151,1,0,0.0,0.0,0.0,0.0,0.0,3,7.293697720601438,3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08333333333333333,0.0,0.016666666666666666,0,0,4,4,4,4,0,7,8,8,8,0,0,0,0,0,0,3,3,3,3,0,6,7,7,7,0,0,0,0,0,0,0.0,0,5,0,1,7.0
DZ,YH,ZZ,7,10.266079953738897,2,2,8.706324840138741,7.9658927350845286,8.711278615130434,8.711278615130434,0.0,0,0.0,0,6.7580945044277305,0,0,0,2,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,6.397596099759307,1.0,0,0,3,1,0,0.0,0.0,0.0,7.32052696227274,0,0,0,0.0,0.0,0.0,0.5,0,1,2,6,6,6,0,3,5,6,7,0,0,1,1,1,1,2,4,4,4,0,2,3,3,3,0,0,1,1,1,0,0.0,0,0,0,30,8.0
BK,YH,ZZ,0,0.0,0,8,10.90285024541336,10.705063038271945,11.23084102980692,9.999297607382104,8.531293315795018,0,0.0,0,8.721113147762688,0,0,0,12,0.0,8.730367211692958,10.67037299405789,8.009695357742922,8.554064994192089,9.0,0,0,23,7,0,0.0,0.0,0.0,7.57095858316901,0,0,0,0.0,0.0,0.0,0.0,0,1,1,4,5,12,3,4,7,18,24,0,1,1,3,7,1,1,4,5,10,3,4,6,14,18,0,1,1,1,2,0,5.0,0,0,0,0,4.0
GZ,YH,ZY,0,0.0,0,1,7.719129840906732,7.1316985104669115,8.533263371593732,8.531293315795018,8.529319371214077,0,0.0,0,8.488999457045455,0,0,0,1,0.0,0.0,7.119635638017636,0.0,5.39725731440294,0.0,0,0,17,9,0,0.0,0.0,0.0,7.816416983691801,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,6,6,0,6,11,14,15,0,0,0,0,0,0,1,1,5,5,0,5,7,9,10,0,0,0,0,0,0,0.0,0,0,0,0,4.0
BK,YH,ZZ,1,4.110873864173311,1,3,11.135187385342592,10.901192359022497,11.17059007360057,10.915470209522413,8.709630081951286,0,0.0,0,4.875197323201151,0,0,0,6,0.0,8.59007183682881,9.596146842421163,8.375629627094451,8.766394277049736,3.0,0,0,3,2,0,0.0,0.0,0.0,5.081404364984463,0,0,0,0.041666666666666664,0.0,0.0,0.016666666666666666,0,3,6,7,7,11,2,3,5,6,14,1,2,2,3,3,3,5,6,6,9,2,3,5,6,12,1,2,2,2,2,0,0.0,1,0,0,1,8.0
DZ,YH,ZZ,1,7.687538766201629,1,2,9.556126244582746,9.512738628263644,10.167043414461599,9.547598014371232,9.396902923027392,2,8.089789175789319,3,7.501634457883413,0,0,0,4,0.0,7.359467638255621,7.922623574217286,7.271703706887368,7.147008372029415,2.0,0,58,5,2,0,0.6931471805599453,0.0,4.948759890378168,0.0,0,0,1,0.041666666666666664,0.21666666666666667,0.125,0.016666666666666666,230,2,2,2,5,7,2,2,4,4,7,0,0,0,0,0,2,2,2,4,5,2,2,3,3,5,0,0,0,0,0,1,0.0,1,13,3,1,5.0
ZZ,YH,ZZ,1,6.274762021241939,1,5,10.926855325994174,10.771029119400374,11.187624595611938,10.67014073838981,8.527341522468053,0,0.0,0,5.351858133476067,0,0,0,17,0.0,9.339876293325217,10.360912399575003,9.139059169971219,8.440679250315991,4.0,0,0,10,2,0,0.0,0.0,0.0,15.071995448648991,0,0,0,0.0,0.0,0.0,0.016666666666666666,0,3,4,4,6,7,1,2,2,5,5,0,0,0,0,0,3,3,3,3,4,1,2,2,5,5,0,0,0,0,0,0,3.0,0,0,0,1,3.0
XX,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.8083230503910555,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,0,0.0,0,0,0,0,7.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,2,2,3,0,0,0,0,0,0,1,1,1,1,0,0,2,2,3,0,0,0,0,0,0,,0,0,0,0,5.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,5.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,8.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,2.0
XX,YH,ZZ,0,0.0,0,4,7.955425088912672,9.703877405604631,10.277840318951666,9.396902923027392,8.029758520440822,0,0.0,0,7.804251383528112,0,0,1,5,0.0,6.551080335043404,10.36854145205595,0.0,5.637286483367837,3.0,0,0,9,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,3,7,9,2,5,6,10,11,0,0,1,2,2,1,2,3,6,8,2,4,4,7,8,0,0,1,1,1,0,3.0,0,0,0,0,3.0
DZ,NONE,QT,1,2.3978952727983707,1,1,11.260752096477201,11.220980988031995,11.513735137097267,11.513335380943195,11.513735137097267,0,0.0,0,8.398634855292102,0,0,0,2,0.0,10.594332084033399,11.75343731044553,10.315928274380717,8.46695197497949,1.0,0,16,2,2,0,0.0,0.0,8.125926802707886,8.089789175789319,0,0,1,0.0,0.0,0.0,0.016666666666666666,0,1,1,1,1,2,0,1,3,3,7,0,0,0,0,1,1,1,1,1,2,0,1,3,3,6,0,0,0,0,1,0,0.0,0,0,0,1,8.0
QT,YH,GTJY,1,8.709630081951286,1,2,10.377576575186112,10.382234100838373,10.491857380698828,10.310651217279874,8.709630081951286,0,0.0,0,0.0,0,0,0,2,0.0,5.318119993844216,5.318119993844216,5.318119993844216,8.067932923308401,1.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.125,0.0,0.0,0.06666666666666667,0,1,1,1,1,1,0,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0.0,3,0,0,4,4.0
DZ,YH,ZY,0,0.0,0,1,8.499232866039245,7.507141079727608,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,11,0.0,4.997212273764115,5.3706380281276624,4.941642422609304,6.175243374899915,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0
XX,YH,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3.044522437723423,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,3,5,0,0,0,0,0,1,1,1,1,1,0,0,0,3,5,0,0,0,0,0,0,0.0,0,0,0,0,9.0
GZ,YH,ZZ,0,0.0,0,6,11.762679788030713,11.740945108799199,11.828254318741239,10.715106420466313,8.865170419651774,0,0.0,0,9.426338455129521,0,0,0,9,0.0,9.184099060770956,10.634869383325988,8.828787083914332,9.405265502336356,5.0,0,159,8,5,0,0.0,0.0,8.722742874329398,6.734591659972948,0,0,2,0.0,0.0,0.0,0.0,0,1,3,3,3,6,0,1,1,2,4,0,0,0,0,0,1,3,3,3,6,0,1,1,2,4,0,0,0,0,0,0,2.0,0,0,0,0,5.0
DZ,YH,ZZ,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.664346632098617,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.16666666666666666,0.125,0.0,0,0,1,1,1,2,1,1,4,4,5,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0.0,0,10,3,0,8.0
DZ,NONE,ZZ,0,0.0,0,1,0.0,0.0,8.026496938945412,8.029758520440822,8.033009498596668,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,5,5,1,2,2,6,7,0,0,0,0,0,0,1,1,4,4,1,2,2,6,6,0,0,0,0,0,0,0.0,0,0,0,0,2.0
