dm_id_003,dm_id_005,dm_id_009,dm_summary_001,dm_summary_002,dm_summary_003,dm_summary_004,dm_summary_005,dm_summary_006,dm_summary_007,dm_summary_011,dm_summary_012,dm_summary_013,dm_summary_014,dm_summary_015,dm_summary_018,dm_summary_021,dm_summary_023,dm_summary_024,dm_summary_025,dm_creditdetails_001,dm_creditdetails_003,dm_creditdetails_004,dm_creditdetails_005,dm_creditdetails_006,dm_creditdetails_007,dm_creditdetails_009,dm_creditdetails_011,dm_creditdetails_012,dm_creditdetails_013,dm_creditdetails_029,dm_creditdetails_030,dm_creditdetails_031,dm_creditdetails_032,dm_creditdetails_034,dm_publicdetails_008,dm_publicdetails_009,dm_creditdetails_017,dm_repayment_1_001,dm_repayment_25_001,dm_repayment_2_001,dm_repayment_15_001,dm_creditdetails_028,dm_qc_sc_01,dm_qc_sc_02,dm_qc_sc_03,dm_qc_sc_04,dm_qc_sc_05,dm_ql_sc_01,dm_ql_sc_02,dm_ql_sc_03,dm_ql_sc_04,dm_ql_sc_05,dm_qdb_sc_01,dm_qdb_sc_02,dm_qdb_sc_03,dm_qdb_sc_04,dm_qdb_sc_05,dm_qc_so_01,dm_qc_so_02,dm_qc_so_03,dm_qc_so_04,dm_qc_so_05,dm_ql_so_01,dm_ql_so_02,dm_ql_so_03,dm_ql_so_04,dm_ql_so_05,dm_qdb_so_01,dm_qdb_so_02,dm_qdb_so_03,dm_qdb_so_04,dm_qdb_so_05,overdue,dm_creditdetails_007_numerator,dm_repayment_1_001_numerator,dm_repayment_25_001_numerator,dm_repayment_2_001_numerator,dm_repayment_15_001_numerator,fold
DZ,NONE,ZY,0,0.0,0,4,10.478160833848387,10.455963627557306,10.476752620919227,10.032803824006184,8.527341522468053,0,0.0,0,8.461891875631148,0,0,0,9,0.0,7.1853870155804165,10.477175293058746,0.0,8.17481555217833,3.0,0,0,13,6,0,0.0,7.252053951852814,0.0,8.052296499538647,0,0,0,0.0,0.0,0.0,0.0,0,2,2,2,2,3,2,3,3,10,11,0,0,0,0,0,1,1,1,1,1,2,3,3,8,8,0,0,0,0,0,0,3.0,0,0,0,0,5.0
DZ,NONE,ZY,0,0.0,0,5,11.400215788038004,11.42071148698229,11.485872819692222,10.812975195790544,8.609042845046117,1,7.719129840906732,1,6.398594934535208,0,0,0,15,0.0,8.885579291282982,8.889583991794973,8.884887201837403,9.02019629892508,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,1,12,14,14,16,0,0,0,0,0,0,0,0,1,3,1,12,13,13,14,0,0,0,0,0,0,0.0,0,0,0,0,9.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4.0
GZ,YH,ZZ,0,0.0,0,1,8.350193650720067,8.304247465078474,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0.75,0.0,0.0,0.43333333333333335,0,1,4,4,4,4,0,1,1,5,8,0,0,0,0,0,1,4,4,4,4,0,1,1,3,3,0,0,0,0,0,0,0.0,18,0,0,26,4.0
DZ,NONE,ZZ,0,0.0,0,1,7.467942332285852,7.65491704784832,8.010027528481734,8.010027528481734,8.013343181386672,0,0.0,0,0.0,0,0,0,1,0.0,5.4680601411351315,7.344719054149673,4.51085950651685,5.105339229565553,1.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,5,6,6,0,3,4,6,6,0,0,0,0,0,0,1,4,4,4,0,3,4,5,5,0,0,0,0,0,0,0.0,0,0,0,0,2.0
DZ,NONE,ZZ,0,0.0,0,2,10.205109511721595,10.091252599948522,10.49241245828517,9.800402224452803,9.11063052782717,1,5.14166355650266,2,5.14166355650266,0,0,0,6,0.0,7.76004068088038,10.224483504017842,5.8888779583328805,7.8876215684933015,2.0,0,0,10,1,0,0.0,0.0,0.0,4.795790545596741,0,0,0,0.0,0.016666666666666666,0.041666666666666664,0.0,0,0,3,5,5,16,0,0,0,0,20,0,0,0,0,0,0,3,5,5,11,0,0,0,0,14,0,0,0,0,0,0,1.0,0,1,1,0,8.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,2,2,1,1,1,1,4,0,0,0,0,0,1,1,1,2,2,1,1,1,1,3,0,0,0,0,0,0,,0,0,0,0,0.0
GZ,YH,ZZ,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2,6.918695219020472,2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.05,0.0,0.0,0,1,8,8,11,12,6,7,8,11,11,0,0,0,0,0,1,8,8,8,9,6,7,7,9,9,0,0,0,0,0,1,0.0,0,3,0,0,0.0
QT,NONE,ZZ,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,6.274762021241939,1,5.081404364984463,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,2,0,0.0,0.0,0.0,4.709530201312334,0,0,0,0.0,0.016666666666666666,0.0,0.0,0,3,4,4,4,4,7,8,12,12,13,1,1,1,1,1,3,4,4,4,4,7,8,10,10,11,1,1,1,1,1,0,0.0,0,1,0,0,6.0
GZ,YH,ZY,1,9.042040056544483,2,7,11.76151061660614,11.794194517899777,11.822841031295942,10.423500840161113,8.519390774959724,0,0.0,0,9.014447135152134,0,0,0,13,0.0,9.591990815318308,9.59212735272977,9.591854259261833,9.337219688520328,7.0,0,15,5,5,0,0.0,0.0,8.46821300919452,6.594413459749778,0,0,1,0.08333333333333333,0.0,0.0,0.03333333333333333,0,0,2,4,5,10,3,7,12,13,16,1,2,4,4,4,0,2,3,4,6,3,7,11,12,14,1,1,2,2,2,0,0.0,2,0,0,2,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,8.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,4.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,2.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,2.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0
DZ,YH,GTJY,0,0.0,0,6,11.975910773317601,11.81162907650494,12.002799121201518,11.266654013763995,0.0,0,0.0,0,8.58876938990546,0,0,0,17,0.0,9.552510629712033,10.375956889424767,9.399223686605279,9.592925723277505,4.0,0,0,10,4,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,5,6,6,6,7,1,1,2,8,11,0,0,0,1,1,5,5,5,5,6,1,1,2,6,7,0,0,0,1,1,0,1.0,0,0,0,0,1.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,1,2,2,3,0,0,0,0,0,1,1,1,1,1,0,1,2,2,3,0,0,0,0,0,0,,0,0,0,0,6.0
XX,YH,ZZ,1,7.223295679562314,2,7,11.82591703287175,11.802088939603761,11.918797157078581,10.821197277163698,6.928537818164665,0,0.0,0,8.704668113450987,0,0,0,7,0.0,9.506288188844996,11.499850357082506,8.79966169681513,9.473266017301487,5.0,0,0,6,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.03333333333333333,0,0,2,3,10,17,0,0,0,3,5,0,1,2,4,6,0,2,3,5,6,0,0,0,3,5,0,1,1,1,1,0,4.0,0,0,0,2,2.0
XX,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,5,3,3,3,4,8,0,0,0,0,0,0,0,1,1,3,3,3,3,3,6,0,0,0,0,0,0,0.0,0,0,0,0,5.0
BK,YH,ZZ,1,8.232440158470336,2,11,12.33701757113083,12.188270116702855,12.43932889075358,11.002782941171654,8.019941687677365,0,0.0,0,0.0,0,0,0,27,0.0,10.271423848751878,11.021297710507762,10.138796800749208,9.916191514407688,11.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.03333333333333333,0,2,3,5,5,6,0,0,0,0,0,0,0,0,0,0,2,3,5,5,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2,6.0
BK,YH,ZZ,1,8.232440158470336,2,11,12.33701757113083,12.188270116702855,12.43932889075358,11.002782941171654,8.019941687677365,0,0.0,0,0.0,0,0,0,27,0.0,10.271423848751878,11.021297710507762,10.138796800749208,9.916191514407688,11.0,0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.03333333333333333,0,2,3,5,5,6,0,0,0,0,0,0,0,0,0,0,2,3,5,5,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2,2.0
BK,NONE,QT,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,5.8888779583328805,1,6.846943139585379,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,2,0,0.0,0.0,0.0,6.608000625296087,0,0,0,0.0,0.016666666666666666,0.0,0.0,0,0,1,2,2,2,0,3,3,5,20,1,1,1,1,1,0,1,2,2,2,0,3,3,4,12,1,1,1,1,1,0,0.0,0,1,0,0,9.0
GZ,YH,ZY,0,0.0,0,3,10.91055091235213,10.905240128159793,10.882959635008408,10.00247278922055,9.473550432503476,1,8.95944014361693,1,9.584039577320695,0,0,0,5,0.0,8.902183446335016,10.198877344056111,8.551981016901902,8.508051533498953,3.0,0,0,5,2,0,0.0,8.954286157204713,0.0,0.0,0,0,0,0.0,0.016666666666666666,0.041666666666666664,0.0,0,1,1,2,4,6,0,0,1,1,3,0,0,0,0,0,1,1,2,4,4,0,0,1,1,3,0,0,0,0,0,0,0.0,0,1,1,0,6.0
DZ,YH,ZZ,1,5.442417710521793,1,4,11.69392114317551,11.50942936071352,11.744362529828948,11.08246557362274,8.855235623206967,0,0.0,0,9.056139690898883,0,0,0,8,0.0,8.832879460277615,11.2229340613981,7.5480289699350145,9.39070167539495,5.0,0,0,7,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.05,0,0,3,3,3,5,0,0,3,4,6,1,2,3,4,6,0,3,3,3,5,0,0,3,4,6,1,1,1,1,1,0,3.0,0,0,0,3,3.0
XX,YH,QT,0,0.0,0,1,0.0,8.0774471493312,9.213435576883485,9.21642184229205,9.218407743053941,0,0.0,0,8.488999457045455,0,0,1,1,0.0,6.111467339502679,9.105090961257085,0.0,0.0,1.0,0,46,13,5,0,0.0,0.0,8.197263371414335,8.623533227187563,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,3,3,4,7,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,0,0,0,0,0,1.0,0,0,0,0,3.0
NONE,NONE,ZZ,0,0.0,0,1,0.0,0.0,8.71292443512011,8.704668113450987,8.71292443512011,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,8.0
GZ,NONE,ZZ,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.58629630715272,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,3,0,0.0,7.576097340623111,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,9.0
NONE,YH,QT,0,0.0,0,3,10.798779341814225,10.547208116433715,11.112910477933843,10.821197277163698,8.525359754082631,0,0.0,0,6.293419278846481,0,0,0,4,0.0,7.317212408359839,8.669914278433902,7.138073034044347,8.469514409432769,3.0,0,0,2,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,0,0,1,3,3,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,0,0,1.0,0,0,0,0,2.0
GZ,YH,ZZ,0,0.0,0,6,11.001783124388094,10.827170891629782,11.418845528106633,10.545893917642873,8.531293315795018,0,0.0,0,0.0,0,0,0,7,0.0,8.194229304819817,9.153346650456063,8.010027528481734,8.647220953489057,5.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,7,10,10,0,0,0,0,1,0,0,0,0,0,1,2,5,7,7,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,5.0
ZZ,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,3,3,3,0,1,3,5,7,0,1,1,1,1,0,3,3,3,3,0,1,3,5,7,0,1,1,1,1,0,0.0,0,0,0,0,6.0
XX,YH,ZZ,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.518064181233078,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,2,0,0.0,8.172164452111904,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,4,4,4,0,1,2,2,2,0,0,0,0,0,3,4,4,4,4,0,1,2,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0
QT,YH,ZZ,0,0.0,0,4,9.498597279178806,9.755625391793744,10.406412044405862,9.214431989879436,8.865170419651774,1,10.88389796784759,1,7.844240718141811,0,0,0,5,0.0,7.769800996003896,7.769800996003896,7.769800996003896,7.090243488555412,3.0,0,0,11,4,0,0.0,0.0,0.0,8.058643712215618,0,0,0,0.0,0.016666666666666666,0.0,0.0,0,0,0,3,8,15,1,2,4,4,6,0,0,0,0,1,0,0,3,7,9,1,2,4,4,6,0,0,0,0,1,0,0.0,0,1,0,0,2.0
NONE,NONE,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,,0,0,0,0,0.0
DZ,NONE,ZZ,0,0.0,0,3,9.642836819135377,9.260177606823355,9.906034306802704,9.21542741102474,8.527341522468053,0,0.0,0,0.0,0,0,0,3,0.0,0.0,3.6109179126442243,0.0,7.34329685467277,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,6,7,7,0,0,2,3,6,0,0,0,0,0,0,6,6,7,7,0,0,2,2,4,0,0,0,0,0,0,0.0,0,0,0,0,0.0
XX,YH,NONE,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.754052639035757,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,2,0,0.0,0.0,0.0,7.659642954564682,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0,0,9.0
GZ,YH,QT,3,8.296795865770052,3,2,9.521568058002977,9.54831148472113,9.549024446393997,9.21642184229205,8.296795865770052,0,0.0,0,5.602118820879701,0,0,1,2,0.0,7.43307534889858,7.957177323459475,7.352441100243583,7.095147292589197,2.0,0,0,5,2,0,0.0,0.0,0.0,4.875197323201151,0,0,0,0.5,0.0,0.0,0.31666666666666665,0,0,1,1,1,4,4,6,6,6,7,0,0,0,0,0,0,1,1,1,4,4,5,5,5,5,0,0,0,0,0,1,0.0,12,0,0,19,2.0
GZ,YH,ZZ,0,0.0,0,6,12.241589392076035,12.259997225048652,12.3116526371014,11.628492714250788,0.0,0,0.0,0,9.455714972131714,0,0,0,7,0.0,10.27773715349137,11.219131419070697,10.086850233838494,9.828343659386098,5.0,0,0,15,7,0,0.0,7.6783263565068856,0.0,2.3978952727983707,0,0,0,0.0,0.0,0.0,0.0,0,1,1,6,6,8,2,4,6,7,12,1,2,3,5,6,1,1,6,6,8,2,4,6,7,11,1,2,2,2,2,0,0.0,0,0,0,0,7.0
DZ,NONE,ZZ,1,7.107425474110705,2,9,11.647814685329294,11.694254863070816,11.88415103325667,10.347564213938401,8.533263371593732,1,9.19125948416339,1,6.018593214496234,0,0,0,11,0.0,8.822764296703758,10.87697114210148,7.681560362559537,9.325471004229762,9.0,0,0,5,2,0,0.0,0.0,0.0,0.0,35,0,0,0.08333333333333333,0.016666666666666666,0.041666666666666664,0.03333333333333333,0,0,1,1,4,6,0,2,2,4,9,0,1,1,3,3,0,1,1,4,4,0,1,1,2,6,0,1,1,1,1,0,5.0,2,1,1,2,0.0
DZ,YH,ZZ,0,0.0,0,3,8.842315546841863,8.724369949208368,9.214431989879436,8.533263371593732,7.640603826393634,1,7.840312983320164,2,8.279189777195004,0,0,0,6,0.0,6.400257445308821,8.857088135314953,0.0,6.543480097698835,2.0,0,0,14,7,0,0.0,0.0,0.0,5.081404364984463,89,2070,0,0.0,0.06666666666666667,0.125,0.0,0,1,1,3,4,10,0,0,4,8,14,0,0,0,0,1,1,1,2,3,7,0,0,4,7,12,0,0,0,0,1,0,2.0,0,4,3,0,7.0
XX,NONE,ZZ,0,0.0,0,1,8.543055850941965,8.484876589939695,8.533263371593732,8.519390774959724,8.525359754082631,0,0.0,0,5.831882477283517,0,0,0,1,0.0,6.525029657843462,7.628031126930335,6.270988431858299,6.116554157946804,1.0,0,0,2,1,0,0.0,0.0,0.0,6.580639137284949,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0
ZZ,NONE,ZZ,2,7.02197642307216,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.11666666666666667,0,1,2,2,2,3,0,1,4,6,8,0,0,0,0,0,1,2,2,2,3,0,1,3,3,4,0,0,0,0,0,0,0.0,0,0,0,7,2.0
DZ,YH,ZZ,1,7.186144304522325,1,5,11.629116122353908,10.57798693872359,11.68713924237002,11.05122328316379,8.033009498596668,1,6.018593214496234,1,7.908754738783246,0,0,1,6,0.0,8.071218539969863,8.294299608857235,8.043020885298283,9.298158923113093,2.0,0,73,12,10,0,0.0,0.0,6.947937068614969,9.237079669165805,111,10050,1,0.041666666666666664,0.016666666666666666,0.041666666666666664,0.016666666666666666,0,3,5,5,5,6,3,7,7,13,19,0,0,0,0,0,3,4,4,4,5,2,4,4,7,12,0,0,0,0,0,1,0.0,1,1,1,1,8.0
ZZ,NONE,ZZ,7,11.137664581841497,1,6,12.86403555553049,12.844185331606349,11.93322007052439,10.840384510303231,0.0,7,8.798001694924846,7,10.000659634288388,8,0,0,6,11.137460809134689,11.137460809134689,0.0,11.242808223697919,0.0,1.0,1,0,12,6,1,1.0986122886681098,0.0,0.0,0.0,0,0,0,0.9583333333333334,0.5333333333333333,0.9583333333333334,0.5666666666666667,6610,0,3,3,3,3,0,3,4,4,7,0,0,0,0,0,0,3,3,3,3,0,3,4,4,7,0,0,0,0,0,1,0.0,23,32,23,34,6.0
